omeg,gam,ras,alpl,kT
10.12230424,0.0488065,22.29320161,0.367517584,0.058084732
18.39778291,0.296882455,55.0896725,0.012055797,0.067217543
13.32453014,0.132104704,57.36459705,0.968545381,0.034014135
12.81091309,0.165720548,33.8585904,0.050722802,0.035960274
13.7951611,0.080558995,45.80132259,0.919112024,0.058880383
17.40412879,0.046568533,18.78078447,0.175675597,0.052723503
18.54159449,0.250468289,19.8963127,0.167766262,0.067810589
12.9660685,0.079949784,23.87513346,0.01647535,0.039410516
10.87650602,0.236779681,49.27476906,0.189881028,0.06515296
15.47222163,0.078202323,22.73498102,0.998479466,0.070756617
10.88860679,0.255162531,47.0173692,0.000231248,0.056166798
18.66447875,0.053360668,28.54493801,0.600945542,0.035291746
11.23804471,0.21991744,35.74747656,0.003387198,0.063385228
19.86679948,0.107778951,23.40673629,0.547990641,0.030145444
11.91541495,0.142499478,6.760173105,0.001253241,0.071729817
13.01370007,0.192369005,30.91375062,0.994970463,0.039321085
17.37041789,0.158327022,24.19962719,0.91644734,0.064497719
19.53166806,0.209137018,17.04957509,0.977365002,0.067339771
18.19867683,0.282824065,20.66120321,0.029868213,0.025919286
10.14160644,0.121840046,24.32285824,0.996675528,0.038521384
17.21084736,0.169994846,23.71568679,0.576890836,0.049458555
15.50331571,0.049393794,53.5890948,0.996958437,0.047634119
16.35194557,0.226916229,32.58135902,0.566144188,0.06634411
18.76547923,0.040304587,43.82384717,0.992963783,0.032814869
16.92548624,0.026777198,54.63922315,0.993554373,0.058351329
12.49738979,0.173167547,31.57328798,0.031743027,0.045794772
15.08924543,0.080258411,50.44412835,0.521500936,0.031711633
19.13984939,0.326166286,40.08776617,0.032883965,0.050534703
13.31682065,0.049161719,46.48741702,0.000230514,0.047836346
15.5817297,0.029860772,23.49854714,0.575700324,0.053271559
12.51299213,0.253872383,10.48881005,0.13846461,0.026470339
11.606227,0.074052957,18.20198734,0.440373092,0.052597034
11.79067417,0.036727678,14.51953468,0.873474759,0.059580924
12.20956589,0.199990227,50.7692056,0.650620738,0.03262875
17.47799845,0.067383581,53.44651455,0.011535184,0.040330117
14.55580411,0.288995126,58.9610184,0.992032785,0.028854292
17.90619393,0.053352639,34.17860452,0.099227539,0.076636611
16.59383063,0.196367124,20.45910551,0.464175974,0.068249005
11.23836356,0.120742395,9.01273227,0.165431449,0.03270485
17.05539503,0.118014076,26.80496761,0.088959139,0.045536256
19.2841949,0.112315757,24.23630357,0.863345,0.048306543
17.55348677,0.154801787,51.1228723,0.998545988,0.049549913
13.47261205,0.165258478,51.99808845,0.920704413,0.054610665
16.33573562,0.236534248,28.72887632,0.854741174,0.030274378
18.77607484,0.198005666,31.12779043,0.004470308,0.041458858
14.79520268,0.220883295,27.05050385,0.039388819,0.036625037
12.73206544,0.103762875,55.11604375,0.395798763,0.070853879
15.89667051,0.25350234,55.635056,0.003144411,0.049056775
18.97831756,0.129742399,47.79843681,0.68433592,0.048302932
19.869333,0.22919627,56.5576817,0.998003983,0.072206541
12.04922635,0.188636966,10.81244378,0.000677178,0.051715013
19.54075612,0.345968005,20.63483485,0.986400914,0.045364075
17.37568843,0.192440452,19.27316326,0.000392771,0.034609291
14.25132964,0.235618096,27.32255439,0.994362317,0.025871968
10.30048017,0.236631222,58.4527569,0.005726883,0.04706348
11.49168672,0.271593713,20.65589511,0.285682711,0.030362201
12.11947293,0.065100646,41.15453745,0.000825904,0.062409848
13.78868246,0.321435114,29.53710316,0.092523084,0.050800987
14.72099436,0.094014739,49.89819201,0.994391153,0.059611322
14.39203784,0.285487227,47.41896044,0.877785294,0.041289549
14.6772381,0.055311106,53.2541456,0.995666149,0.0592536
18.25043774,0.269312027,9.73379416,0.002126485,0.053101839
12.86491542,0.288839305,20.89541999,0.39846761,0.058417614
16.64081559,0.306111634,47.12058587,0.466383743,0.077546302
10.90915392,0.252815953,10.16988673,0.637375347,0.053081567
14.25793612,0.228926123,15.50347313,0.943352955,0.059282672
14.47707402,0.231151806,11.27137767,0.521425242,0.062572359
17.26802621,0.090622878,58.441815,0.947343308,0.071432362
15.08197086,0.16523354,28.52785884,0.817855335,0.026971994
16.76697342,0.237105816,32.79073846,0.990123234,0.058753212
10.29571845,0.248530837,37.17094638,0.920789736,0.028003993
16.10284986,0.076126335,27.68691869,0.481276122,0.035337142
14.56106343,0.322958171,18.60125521,0.011340907,0.040519218
14.90557044,0.309200599,14.43009792,0.985609692,0.070223523
15.15595335,0.20780595,46.65158767,0.075974733,0.040725531
17.33100298,0.030560106,31.548791,0.000787787,0.059428465
19.07402492,0.196211916,16.79060435,0.056915728,0.051314729
14.85766541,0.230578568,18.0583414,0.150197379,0.054383299
16.6081431,0.055655834,58.6529942,0.9767708,0.04412224
11.35942576,0.336669893,48.92372774,0.6882748,0.069119887
10.65077575,0.251251165,30.09559878,0.999089643,0.049972278
13.818632,0.053989389,44.00879588,0.010397151,0.058297471
18.14053947,0.014925253,46.72461085,0.989809262,0.053830487
17.79094586,0.130729052,26.77629946,0.818454975,0.034471096
14.12515985,0.103146786,27.5267871,0.892769902,0.049905602
16.12561147,0.116805373,9.02971256,0.922424348,0.037948107
12.33831805,0.130886666,24.81213691,0.897816695,0.040257626
17.74900548,0.303937743,47.35772107,0.94675104,0.03427938
14.89597347,0.029084685,44.54265499,0.949647021,0.02982636
12.86956717,0.07215159,47.67644641,0.764336021,0.076008176
18.68717409,0.173419902,55.8745343,0.999710949,0.045917226
19.77429325,0.238011239,19.3163568,0.003276649,0.061769045
11.68557362,0.257190605,16.53089102,0.131227596,0.063824112
11.93890666,0.315793826,17.13336653,0.890367923,0.065236366
16.47763133,0.25857073,44.5336976,0.039251317,0.043189008
19.62619017,0.264036098,56.58765365,0.087432807,0.042499708
18.38740787,0.340224407,36.96618148,0.85933505,0.073527362
12.13277814,0.276537439,33.88951528,0.890836426,0.076184157
15.36677126,0.074976644,13.23162791,0.895702054,0.069829217
14.40572482,0.136214726,56.30377395,0.067226074,0.069505658
16.24254293,0.080270852,51.8279202,0.704554604,0.041608939
10.21345274,0.289279849,30.66370701,0.976498917,0.063193655
16.27987906,0.282085608,29.58764908,0.237177654,0.028436204
13.30373897,0.120039504,47.23125369,0.309103733,0.026477064
15.1498206,0.302480619,18.60019036,0.016853315,0.069679072
11.55261329,0.291365026,41.60638116,0.000420922,0.069178976
16.28990872,0.022790307,43.45657406,0.117229312,0.071149382
12.83787074,0.111438266,29.95816694,0.959589784,0.067111919
14.08282247,0.080511685,14.16898914,0.554675102,0.034390478
11.2182794,0.272076777,55.60332455,0.019916341,0.062942329
11.97545225,0.081115955,49.91940098,0.016096681,0.061528338
15.82551555,0.23663964,50.17911175,0.063628465,0.053977743
15.23215537,0.040370961,29.64642178,0.931266957,0.043612049
17.09065715,0.188860062,38.67538637,0.031280522,0.036833301
13.44254513,0.039224309,27.04315497,0.924417657,0.065762699
19.59354334,0.045840822,46.27065497,0.830813389,0.074137622
17.77771489,0.042287338,5.0815988,0.001504388,0.069038853
11.63132465,0.051020154,37.52118811,0.98600315,0.048128305
17.48082625,0.173103117,10.76874076,0.721022873,0.039388186
19.80638463,0.162845205,6.749454285,0.016387726,0.036956423
12.40232829,0.172511516,24.73159549,0.953290391,0.031502631
13.33207618,0.259560625,52.02488405,0.017177267,0.055238379
11.60593162,0.026926716,53.6396284,0.395526046,0.050866784
18.52816364,0.162409667,9.72572361,0.99834974,0.047482454
15.30359927,0.276238716,55.9314096,0.474464833,0.075521336
12.60031248,0.110174225,57.7361059,0.714688621,0.049906955
17.78281174,0.198306395,48.60067274,0.62882215,0.04057884
12.94389298,0.119081527,9.4525061,0.937831494,0.032220654
10.50607578,0.180318674,17.28018262,0.078441276,0.032899384
16.2567957,0.143044602,45.31704919,0.977573396,0.067045189
18.20766209,0.018252131,50.64708835,0.777442644,0.066295607
18.50191677,0.315340276,41.47249866,0.999655648,0.074936688
18.28821742,0.062854406,6.760079835,0.07868043,0.046333672
16.94567072,0.285894066,7.446641645,0.002703778,0.031443676
13.74155099,0.149723512,27.27383643,0.649746254,0.041711424
15.51860921,0.227198795,21.54660154,0.136383206,0.02631178
11.58219224,0.115028211,54.02813125,0.089888291,0.031094303
10.96389011,0.214386598,38.4541635,0.041785026,0.07653588
15.1768923,0.321296892,29.22428344,0.92165587,0.036126828
12.61256858,0.079890803,8.518910385,0.677130794,0.033480581
10.8641159,0.263049678,14.35232148,0.811072338,0.059982131
19.1812295,0.254145043,18.53804146,0.485575352,0.070024857
19.97432311,0.202516733,18.78990141,0.983560787,0.048876467
12.55778645,0.048565121,36.14858356,0.819818554,0.03622374
19.42530961,0.314857741,8.764137445,0.998394698,0.061196871
13.50833391,0.297208791,57.4720699,0.154132053,0.03812909
13.67652997,0.270734074,57.17999295,0.054287919,0.03182578
14.6502664,0.168275916,18.94986698,0.037428062,0.033538963
12.77102601,0.267766022,15.29149378,0.146305229,0.03383676
13.87970137,0.010653789,47.16171986,0.004393324,0.034004568
16.95706351,0.057489704,52.7066025,0.770670919,0.061537589
18.61756974,0.058709849,36.73004689,0.000532027,0.027884539
11.23537807,0.115146898,27.1909278,0.019282639,0.062730449
10.31980173,0.153876802,26.16612162,0.108287395,0.049089946
10.3202397,0.262612437,48.38991443,0.660315303,0.033762312
12.84755102,0.187816292,35.79214848,0.118819895,0.039891236
18.49061344,0.120642499,40.93977451,0.203232151,0.056554434
10.4737416,0.202218078,13.34739443,0.931130274,0.060378284
15.95832589,0.113418498,47.01723972,0.001283699,0.069474173
10.01480387,0.057239832,44.52576263,0.226876594,0.055566802
11.77717083,0.281005382,25.18004179,0.959145637,0.048884999
19.12792053,0.032471825,53.9968401,0.207679595,0.054177494
14.81983422,0.03949515,40.25881078,0.002213756,0.032555552
11.30620762,0.188560413,11.05834814,0.739051924,0.043503875
14.08047669,0.125695668,54.7220072,0.007042823,0.064671477
15.58889487,0.047655884,36.07906985,0.848493556,0.051555567
14.8291514,0.095482791,21.95487129,0.014438588,0.076152659
14.01506748,0.128631645,26.01621356,0.000463115,0.066143416
10.35490433,0.188986693,20.57552798,0.993754146,0.035441935
12.43422211,0.11661773,23.81783262,0.00018675,0.069119926
12.64431984,0.218810648,52.6386314,0.00307902,0.060029975
15.47228207,0.165297201,15.37933971,0.218883052,0.058481896
14.00010218,0.087255181,21.14503793,0.976929382,0.045376901
12.93184388,0.047182308,10.24821535,0.9178039,0.035847294
16.85071581,0.318090843,15.8041787,0.748520135,0.065008442
17.61794949,0.224776463,16.31653816,0.034665496,0.04637533
14.18294506,0.025779822,33.45202915,0.969451036,0.069657009
18.43189942,0.073340537,5.799456305,0.083209733,0.035388233
12.2311582,0.076544995,36.75380743,0.311267909,0.049594057
11.56048383,0.286431072,42.81128762,0.924976027,0.043380669
15.48317919,0.176057113,53.187791,0.453451537,0.027958029
13.01192766,0.132702722,59.0171527,0.970549286,0.050209958
15.28043301,0.097196039,20.36152808,0.620632207,0.041626832
10.57992635,0.332329958,39.6177287,0.999603769,0.0362878
11.91190651,0.325604144,18.87939176,0.527529012,0.050872635
12.2441532,0.253211549,48.81037534,0.101940444,0.034272159
11.96244682,0.180362149,25.01382599,0.400350041,0.070734599
10.73066935,0.318836404,41.61247358,0.007812248,0.073649908
12.97150847,0.203655809,10.69858377,0.746555296,0.037520288
11.95466152,0.097605159,14.54849826,0.149437431,0.068544041
18.38223839,0.023352478,8.304327905,0.343086912,0.07319351
10.49421092,0.114196005,15.11234496,0.889921993,0.057172422
19.46649043,0.26478033,18.41912841,0.813215941,0.051232547
16.59450496,0.178443667,52.91846875,0.00036676,0.041305038
12.38178996,0.274690862,24.4263378,0.338727469,0.062829368
18.6985087,0.101016588,16.18320376,0.000687901,0.037701902
12.98671022,0.330616314,46.43184857,0.003482794,0.055209624
16.49921278,0.32443435,6.511943075,0.05572775,0.043434774
19.28304396,0.258368024,58.4898613,0.628074829,0.059836621
15.39655114,0.287584275,39.70419862,0.870257104,0.030495928
11.51147309,0.148184909,33.18360958,0.237484929,0.06473351
14.51686707,0.273683521,58.97645995,0.001572246,0.03951987
12.9928526,0.27603083,8.75972147,0.039840793,0.038008591
18.84601493,0.073248103,31.02017718,0.04221751,0.029407512
18.51254956,0.179061607,41.61225816,0.002875304,0.06183884
13.34865068,0.111540868,59.303225,0.999727975,0.056171905
19.52186726,0.337542267,59.3868472,0.001527383,0.030107126
19.88208683,0.014936941,36.34490493,0.148642523,0.049708389
10.42354701,0.329711105,31.35696411,0.162998034,0.07443322
14.2438376,0.189440488,17.13518367,0.47031605,0.025942009
12.39855782,0.341997923,29.38456642,0.726244876,0.064576787
10.30209184,0.115566601,29.05427894,0.399090674,0.046173842
15.13675313,0.340571626,23.94730795,0.862919359,0.056166304
14.36663048,0.155220379,9.05650508,0.601066819,0.058067426
12.11375606,0.307637044,58.6485335,0.080852658,0.031606195
14.42224348,0.012804792,46.18649829,0.001054613,0.032966211
15.52993767,0.281632852,26.58709508,0.980131971,0.027678502
18.17087357,0.257692986,10.8586688,0.993224003,0.070683506
15.60761704,0.054110108,25.86162214,0.000919157,0.07465717
19.00706114,0.34875276,43.79378795,0.962724272,0.034710413
14.71269544,0.041494325,27.32796248,0.998225966,0.063959013
13.73636461,0.16844637,34.07675849,0.990991738,0.07689667
12.45477685,0.185820027,48.80799565,0.674351292,0.037232659
12.78069456,0.148971213,34.71496219,0.911093,0.07735871
19.63991955,0.16363839,13.29126152,0.99198866,0.045718863
18.74243877,0.238427695,48.62471938,0.610386454,0.034773505
18.14443949,0.114124074,35.27780829,0.999279294,0.07704829
10.99742897,0.162718012,25.00373553,0.391867434,0.050746953
14.71704498,0.10230426,9.763652235,0.674226778,0.04059024
18.81788907,0.050722606,38.27019861,0.267391391,0.027569112
13.85922074,0.160619502,11.12776023,0.209134977,0.061793649
18.14548469,0.347184184,35.3937649,0.101329142,0.030854838
15.39404798,0.158320691,45.76118932,0.07549382,0.075255396
13.28809436,0.01130485,34.57950474,0.865327089,0.067644927
10.32141552,0.265829935,45.51822367,0.008741683,0.07567568
11.0601864,0.121596456,40.08619696,0.754489173,0.059588551
16.16729214,0.26336783,42.48294894,0.480451944,0.05301017
13.04324275,0.114628736,10.23004381,0.02206372,0.0565224
11.87430548,0.216025071,40.70223384,0.923174819,0.051259894
19.12086452,0.218656621,50.6130109,0.010501461,0.062899431
16.77064739,0.082151071,32.47889314,0.791488076,0.055383791
19.16530083,0.12407207,19.27818969,0.923775473,0.074632946
15.3022408,0.070913661,13.46750691,0.714866699,0.069571283
14.23188223,0.330354891,21.06063686,0.969031796,0.042018256
10.3182718,0.347607627,57.37467985,0.242913423,0.047353471
19.55871807,0.056827034,25.71070773,0.999646898,0.044191676
10.74739657,0.235427072,46.13702562,0.014333417,0.028207306
13.38335021,0.015304021,29.44917098,0.992961712,0.071042381
18.31868551,0.142803229,15.20273348,0.521722084,0.063664931
14.35154699,0.334483795,19.25633756,0.006361661,0.064020334
14.65649692,0.115838716,59.24494035,0.489635673,0.032786268
18.20980698,0.256755713,17.87504602,0.081089927,0.0763403
17.36572891,0.244232158,41.69076851,0.930843704,0.0505512
13.37252583,0.239806941,24.99717273,0.996698826,0.077006813
18.31820183,0.032230899,20.90735449,0.51743249,0.046569808
15.61908216,0.142243137,8.479855985,0.700058915,0.056840062
13.62877208,0.177805907,51.6369625,0.084849547,0.069450809
14.07959912,0.323346298,25.40272141,0.874265888,0.043550022
16.65212919,0.125247842,57.0838059,0.032474125,0.050170004
13.28741282,0.032436678,28.42342407,0.009066531,0.048344295
14.92908819,0.314602672,46.35756844,0.000326414,0.068980787
15.21430064,0.174667377,17.50371151,0.241799971,0.035820458
13.3537629,0.310632643,40.39009706,0.983861344,0.071433304
13.95899852,0.213596792,18.81647264,0.505301097,0.052412514
13.65116828,0.072967437,47.19183597,0.92465643,0.03502035
13.15807103,0.140195747,19.62688414,0.790488715,0.059766964
10.06963987,0.052271043,59.7844617,0.001587225,0.046542482
11.9918227,0.118548121,13.26344619,0.977025153,0.043315229
14.37683697,0.170602225,55.10718925,0.955549518,0.072733593
10.22526622,0.309905623,58.79988595,0.003808775,0.041471621
14.32889959,0.152396852,18.45379169,0.038337572,0.026017676
11.26619933,0.090938266,39.36439713,0.222568655,0.073971223
15.91698128,0.082607942,59.3580133,0.330266323,0.055260089
14.99482039,0.193703175,27.35517,0.620779696,0.067336808
10.4046594,0.268461666,19.75607108,0.951603939,0.076384311
10.38072651,0.037397651,58.1698651,0.005856412,0.041030661
18.04497463,0.036826532,20.87624981,0.912407708,0.056371567
15.27930333,0.040859047,21.49239586,0.938922901,0.07700542
12.115559,0.285927979,54.5518135,0.066629461,0.062300122
15.47429172,0.139878427,40.72687508,0.117429177,0.049972853
15.46949588,0.236128497,25.51445786,0.030245383,0.042422389
18.91014558,0.04099311,11.19988489,0.006010659,0.033336968
14.39163568,0.214210748,32.92516303,0.989193932,0.034543905
17.98237706,0.333248929,45.44471619,0.960852894,0.073830284
13.22860729,0.036008945,44.49413533,0.0073055,0.042788646
16.35382753,0.094645177,31.06643373,0.993915694,0.064618727
19.42870448,0.118223487,45.25806105,0.544137743,0.057330814
10.87994013,0.262642781,27.67833729,0.079295555,0.069516984
17.77035302,0.153937583,28.3429846,0.029923426,0.028426421
15.21428184,0.30034075,41.48094765,0.92682269,0.076775175
18.09199044,0.02085621,20.63789481,0.02772265,0.063820938
14.25606258,0.141213082,5.5280793,0.037766884,0.042418509
17.21031004,0.087236739,36.54816143,0.999173422,0.050179654
19.18747357,0.290635442,50.1872039,0.000453416,0.040055363
19.67394261,0.344180873,35.57186398,0.5411141,0.069719789
14.85233392,0.084896719,9.990995235,0.993333675,0.056064804
14.13013285,0.215594667,38.60520905,0.118744755,0.030842557
16.61975677,0.135868892,40.57557753,0.993440163,0.068211969
14.32920403,0.300109516,59.31857535,0.019113506,0.057776745
12.66980465,0.347516026,48.44614479,0.31614774,0.036537476
19.08306665,0.057814921,43.68278988,0.032086115,0.041532812
11.17509329,0.050625846,56.70777925,0.959521338,0.059144684
10.85896923,0.171130818,39.47258344,0.923243421,0.04780828
11.97093726,0.032756642,35.70416985,0.516248487,0.067801192
13.08388368,0.306592363,16.73048797,0.279096454,0.062541173
19.46738134,0.101145794,50.731799,0.998421194,0.050277669
16.30160344,0.240181468,42.87694583,0.951020787,0.034032034
12.93284806,0.279615714,50.52901755,0.026375494,0.064862796
17.95086493,0.242691377,30.93267838,0.127820891,0.068120255
19.63148757,0.102434858,9.236814,0.029293526,0.07651408
18.15834339,0.14648446,36.23930316,0.896983516,0.03475479
14.40451104,0.225663036,56.4062332,0.980827393,0.032974078
14.44565809,0.270003668,17.5258985,0.116139866,0.061580844
14.33054046,0.277547272,36.10921988,0.939384392,0.065236544
16.77163172,0.333968,28.44032614,0.163401493,0.076584376
18.50464467,0.05918625,51.94158195,0.019294512,0.066911596
17.18153203,0.274920867,25.08722507,0.170220781,0.036245699
18.68405572,0.21558897,16.28171185,0.78562733,0.060943607
13.18976315,0.161116128,58.13462605,0.970279812,0.067948068
18.22736888,0.078707258,48.95025897,0.758771162,0.055451472
12.6399188,0.272171373,51.8513497,0.519503675,0.073028488
16.55092108,0.315062308,15.23526219,0.221033204,0.047707707
16.82393597,0.112593232,35.82905874,0.000886232,0.069212049
15.61647958,0.25222943,26.1079882,0.933836582,0.067932184
19.57088307,0.10526817,33.31360309,0.968150728,0.056993836
17.56988522,0.01395009,19.69103486,0.051877663,0.044294809
13.65621429,0.094322638,41.7545105,0.553103587,0.032087445
13.75466886,0.134419985,19.52077353,0.348088325,0.055573127
13.32508885,0.268074661,38.63676222,0.174918346,0.067155972
19.97424528,0.199610173,27.366211,0.903725571,0.036615666
10.30445747,0.037112227,22.08752867,0.511748849,0.055516879
14.26176517,0.230461951,17.07252098,0.993635307,0.04002005
18.65392461,0.178398896,49.52585355,0.09325611,0.058515843
14.0718993,0.141599339,59.8639043,0.807949804,0.043588715
18.11294317,0.207854772,46.72463309,0.000315804,0.027019436
19.26146587,0.21694673,55.1544229,0.023338558,0.057727882
16.26671865,0.014197136,43.77717079,0.978818275,0.070292878
18.55178289,0.314194904,37.38883706,0.984933283,0.039882412
17.78478565,0.171656358,44.87995367,0.00042306,0.030153182
16.28434069,0.027129772,28.26696839,0.97917637,0.05464183
11.03530222,0.327906472,59.73079495,0.998121048,0.04124548
18.01827814,0.152091665,16.93203814,0.995270796,0.038647897
18.42384788,0.046786425,16.51154294,0.767650654,0.033359382
11.16992547,0.144330076,26.51575402,0.00609688,0.055588015
16.42061833,0.158221542,17.98711913,0.000194205,0.049254001
11.33798575,0.051014057,50.71404565,0.998429054,0.073048524
19.77817774,0.082915292,26.87495869,0.245265358,0.043095832
15.57897131,0.149355934,42.32066648,0.861570045,0.047823406
17.19832051,0.271663521,33.28568342,0.019294445,0.04117757
13.9666009,0.230628869,7.198603975,0.284958796,0.047960673
13.00938148,0.172290396,6.872563745,0.173218641,0.035742309
11.79309109,0.283785661,32.39780517,0.006085341,0.042971348
19.3830805,0.055904872,28.31788473,0.824729726,0.04384824
12.05658622,0.210330265,57.12479085,0.368434645,0.073261599
16.77859967,0.063907126,11.7050546,0.010028861,0.040553561
13.63969089,0.159528746,18.77670945,0.803777921,0.048103921
16.07179126,0.313592377,7.707064815,0.98579926,0.071530879
12.11848122,0.311595031,48.27790207,0.999771799,0.049548081
16.34424523,0.289458647,43.25572427,0.007329433,0.077118622
15.0964005,0.319339767,39.42280224,0.031848779,0.069520979
17.97792473,0.229431869,9.511981585,0.114056489,0.052907134
14.81446844,0.026603277,17.1806695,0.631775171,0.06162928
15.23304299,0.066434853,35.9106529,0.091029653,0.042793596
10.52907682,0.055268493,37.38207355,0.988888321,0.036493769
10.82829429,0.029417523,49.55099178,0.007939165,0.037203217
12.17387238,0.112411266,9.542483095,0.888891432,0.061235131
19.08092045,0.122801639,17.43757905,0.898492438,0.051377438
19.45051475,0.333745682,44.56494976,0.00302774,0.053544539
15.50032707,0.10769447,54.1793406,0.281227612,0.058507571
17.27800647,0.078881643,49.76166265,0.998805987,0.047504951
16.08873047,0.348530359,28.09469256,0.997720482,0.066754397
11.55991606,0.029568292,31.58279394,0.001567611,0.04070261
19.34785943,0.330526137,11.35111891,0.063764005,0.05827349
12.98672373,0.201740553,13.29009967,0.284328716,0.049079868
14.87816901,0.11994393,48.83704921,0.939815881,0.031794735
